VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
MyDrone	1768382364716	109.131	93.8093	-28.5464	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382364713002000.png
MyDrone	1768382365813	109.131	103.885	-28.7223	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382365809303000.png
MyDrone	1768382366806	109.131	113.765	-36.4727	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382366801300000.png
MyDrone	1768382367786	109.131	116.196	-35.4298	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382367782119000.png
MyDrone	1768382368868	109.131	108.788	-34.113	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382368863995000.png
MyDrone	1768382369840	109.131	115.012	-34.2216	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382369835743000.png
MyDrone	1768382370831	109.131	115.139	-26.9673	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382370827320000.png
MyDrone	1768382371936	109.131	122.649	-16.0435	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382371931617000.png
MyDrone	1768382373002	109.131	133.46	-5.60349	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382372998999000.png
MyDrone	1768382374028	109.131	134.742	1.32656	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382374025016000.png
MyDrone	1768382374535	109.131	137.464	1.27906	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382374534823000.png
MyDrone	1768382375102	109.131	140.129	1.23253	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382375102045000.png
MyDrone	1768382375619	109.131	140.083	-1.44703	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382375618764000.png
MyDrone	1768382376617	109.131	139.992	-6.64737	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382376614202000.png
MyDrone	1768382377645	109.131	139.992	-6.64737	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382377640985000.png
MyDrone	1768382378764	109.131	140.03	-4.45209	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382378761263000.png
MyDrone	1768382379785	109.131	140.049	-3.35146	0.70708	-0.00617059	0.00617059	0.70708	img_MyDrone_0_0_1768382379782090000.png
MyDrone	1768382380773	109.131	140.049	-3.35146	0.688328	-0.00633001	0.00600695	0.725347	img_MyDrone_0_0_1768382380769874000.png
MyDrone	1768382381754	109.131	140.049	-3.35146	0.662595	-0.00653579	0.00578238	0.748927	img_MyDrone_0_0_1768382381751314000.png
MyDrone	1768382382758	109.131	140.049	-3.35146	0.719312	-0.00606196	0.00627734	0.694632	img_MyDrone_0_0_1768382382755148000.png
MyDrone	1768382383753	101.231	140.695	-3.35146	0.771595	-0.00555076	0.00673361	0.636054	img_MyDrone_0_0_1768382383750364000.png
MyDrone	1768382384761	101.231	140.695	-3.35146	0.808986	-0.00512933	0.00705992	0.587763	img_MyDrone_0_0_1768382384758133000.png
MyDrone	1768382385749	101.961	142.755	-3.38961	0.852608	-0.0045596	0.00744059	0.522479	img_MyDrone_0_0_1768382385746534000.png
MyDrone	1768382386780	101.961	142.755	-3.38961	0.890973	-0.00396176	0.0077754	0.453973	img_MyDrone_0_0_1768382386777026000.png
MyDrone	1768382387805	102.652	143.639	-3.40919	0.923844	-0.0033395	0.00806227	0.382669	img_MyDrone_0_0_1768382387802182000.png
MyDrone	1768382388870	102.652	143.639	-3.40919	0.95102	-0.00269665	0.00829943	0.309005	img_MyDrone_0_0_1768382388866703000.png
MyDrone	1768382389915	102.652	143.639	-3.40919	0.970259	-0.00211114	0.00846732	0.241913	img_MyDrone_0_0_1768382389911478000.png
MyDrone	1768382390884	102.652	143.639	-3.40919	0.986248	-0.00144029	0.00860686	0.165041	img_MyDrone_0_0_1768382390880523000.png
MyDrone	1768382391986	102.652	143.639	-3.40919	0.996157	-0.000760568	0.00869333	0.0871524	img_MyDrone_0_0_1768382391982663000.png
MyDrone	1768382393083	102.652	143.639	-3.40919	0.99981	-0.000152299	0.00872521	0.0174517	img_MyDrone_0_0_1768382393080557000.png
MyDrone	1768382394072	102.652	143.639	-3.40919	0.998591	0.000456712	0.00871458	-0.052334	img_MyDrone_0_0_1768382394069178000.png
MyDrone	1768382395087	105.071	143.385	-3.45164	0.999619	0.000228434	0.00872354	-0.0261759	img_MyDrone_0_0_1768382395083822000.png
MyDrone	1768382396095	105.071	143.385	-3.45164	0.999619	0.000228434	0.00872354	-0.0261759	img_MyDrone_0_0_1768382396092382000.png
MyDrone	1768382397461	105.251	148.538	-3.45164	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382397458242000.png
MyDrone	1768382398440	105.191	146.832	-3.45164	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382398437052000.png
MyDrone	1768382399442	105.077	143.562	-3.45164	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382399439175000.png
MyDrone	1768382400436	105.077	143.562	-3.45164	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382400432809000.png
MyDrone	1768382402158	105.119	144.775	-3.45164	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382402155720000.png
MyDrone	1768382403750	106.322	144.733	-3.47265	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382403747724000.png
MyDrone	1768382407265	106.343	144.732	-2.27529	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382407263004000.png
MyDrone	1768382409978	107.689	144.685	-2.29881	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382409975219000.png
MyDrone	1768382413714	107.646	144.687	-4.76273	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382413710950000.png
MyDrone	1768382414696	106.424	144.729	-4.74139	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382414693124000.png
MyDrone	1768382415684	106.446	144.728	-3.51782	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382415681394000.png
MyDrone	1768382416677	106.446	144.728	-3.51782	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382416673887000.png
MyDrone	1768382418506	107.644	144.687	-3.53876	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382418503546000.png
MyDrone	1768382419728	107.665	144.686	-2.33608	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382419725526000.png
MyDrone	1768382421301	107.644	144.687	-3.57032	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382421298206000.png
MyDrone	1768382422865	107.665	144.686	-2.35567	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382422862695000.png
MyDrone	1768382424242	106.433	144.729	-2.33416	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382424239312000.png
MyDrone	1768382426007	106.412	144.73	-3.5477	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382426003550000.png
MyDrone	1768382428071	107.623	144.687	-3.56884	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382428068002000.png
MyDrone	1768382429425	107.644	144.687	-2.35357	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382429422434000.png
MyDrone	1768382432426	107.623	144.687	-3.56602	0.99981	0.000152299	0.00872521	-0.0174517	img_MyDrone_0_0_1768382432423281000.png
